First process instance # in stats,1
Last process instance # in stats,5000

Resource utilization
Resource,Utilization %
Boxes,Lane_1tsn1hh,0
Triaje,Lane_17rn1f2,3

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Administrar cristaloides endovenosos,Process_0m4nedb.Activity_16ep0t0,1939.4065789473689,31.995,4272.413,110546.17500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.87240497076022,0.88875,118.67813888888887,3070.7270833333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
Almacenar hoja de datos,Process_0m4nedb.Activity_0fakwd4,1127.3480789473683,33.637,3193.539,42839.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31522441520467,0.9343611111111111,88.70941666666667,1189.9785277777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Colocar vías intravenosas,Process_0m4nedb.Activity_0gudx9q,1028.4456333333335,6.739,3790.275,215973.58300000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.567934259259253,0.18719444444444444,105.28541666666666,5999.2661944444435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
Cumplimentar hoja de datos CÓDIGO SEPSIS (boxes),Process_0m4nedb.Activity_000ypde,1131.6030263157893,63.721,2613.097,43000.91499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.433417397660822,1.7700277777777775,72.58602777777779,1194.4698611111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Cumplimentar hoja de recogida datos CÓDIGO SEPSIS (Triaje),Process_0m4nedb.Activity_0cpjhzs,1095.488447619048,13.692,4744.08,230052.57400000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0430234656084636,0.038033333333333336,13.178,639.0349277777774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210
Extraer hemocultivos,Process_0m4nedb.Activity_0bb7osh,1259.4358260869567,27.981,3460.216,57934.04800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.984328502415465,0.7772500000000001,96.1171111111111,1609.2791111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
GATEWAY 21 AND,Process_0m4nedb.Gateway_04hnapz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
GATEWAY 26 XOR,Process_0m4nedb.Gateway_1w1oow2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
GATEWAY 29 XOR,Process_0m4nedb.Gateway_0mda04f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
GATEWAY 4 AND,Process_0m4nedb.Gateway_02plb5w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
GATEWAY 5 XOR,Process_0m4nedb.Gateway_0uc11ls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
Inspeccionar síntomas,Process_0m4nedb.Activity_0q8dsxu,1223.352130600005,1.451,5616.753,6116760.653000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3982003627777813,0.004030555555555556,15.602091666666666,16991.001813888906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000
Llegada de paciente,Process_0m4nedb.Event_03t4zwx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000
Medir TAM,Process_0m4nedb.Activity_09r33yv,1180.1983859649126,114.085,3213.301,67271.30800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.783288499025346,3.169027777777778,89.2583611111111,1868.6474444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
Medir niveles de lactato,Process_0m4nedb.Activity_1rjm6d6,911.7614545454544,80.946,2245.857,10029.375999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.32670707070707,2.2485,62.38491666666667,278.59377777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Obtener muestras de cultivos,Process_0m4nedb.Activity_1o88349,1068.740956521739,83.804,3118.247,49162.083999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.68724879227053,2.327888888888889,86.61797222222222,1365.6134444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
Obtener parámetros analíticos necesarios,Process_0m4nedb.Activity_0ix2ba8,2848.043934782609,8.657,7353.84,131010.02100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.11233152173915,0.24047222222222223,204.27333333333334,3639.167250000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
Paciente fuera de riesgo,Process_0m4nedb.Event_1r8saxj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4010
Paciente fuera de riesgo,Process_0m4nedb.Event_1qxdyzb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Paciente fuera de riesgo,Process_0m4nedb.Event_0u1xf0p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780
