First process instance # in stats,1
Last process instance # in stats,5000

Resource utilization
Resource,Utilization %
GATEWAY 6 XOR,Process_18hpwzz.Gateway_1siw6ic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5955
GATEWAY 8 XOR,Process_18hpwzz.Gateway_100yc4n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5955
Make credit offer,Process_18hpwzz.Activity_123sg26,603.6188541797632,143.321,2680.514000000003,2881072.7910000095,2.482327257440496,0.0,2128.3789999485016,11848.147999763489,2244.6260213702076,0.0,230400.0,1.07136E7,8.34911842947598,1.9905694444444444,13.994375,39850.34226388886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773
Notify rejection,Process_18hpwzz.Activity_0kxrw0n,602.4926793570219,123.956,1349.329,712146.3469999998,2.2591954314365807,0.0,680.7369999885559,2670.3689999580383,2485.279187817259,0.0,230400.0,2937600.0,8.336576165632627,1.7216111111111112,13.526319444444445,9853.833027777764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182
Receive customer feedback,Process_18hpwzz.Activity_0usuqho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),1260.592,16897.749932599898,241300.015
Process Cycle Time excluding out of timetable hours (s),1260.592,3316.3899325999973,16564.246
Process Waiting Time (s),0.0,5.025077599906921,2128.3789999485016
Accumulated Process Duration (s),1741.2910000000002,23278.566959200092,472358.393
Cost,15.564020833333332,41.8108426125,225.62897916666662


Process Cycle Time (s) distribution
From,To,Count
1260,25263,4259
25264,49267,0
49268,73271,594
73272,97275,1
97276,121279,0
121280,145283,0
145284,169287,0
169288,193291,0
193292,217295,0
217296,241299,146

Process Waiting Time (s) distribution
From,To,Count
0,212,4969
213,425,13
426,638,5
639,851,3
852,1064,2
1065,1277,1
1278,1490,2
1491,1703,2
1704,1916,1
1917,2129,2

Accumulated Process Duration (s) distribution
From,To,Count
1741,48802,4259
48803,95864,345
95865,142926,250
142927,189988,0
189989,237050,70
237051,284112,13
284113,331174,0
331175,378236,0
378237,425298,0
425299,472360,63

Process Cost distribution
From,To,Count
15,36,2723
37,58,1507
59,80,487
81,102,177
103,124,73
125,146,15
147,168,12
169,190,3
191,212,1
213,234,2

In-timetable Cycle time (s) distribution
From,To,Count
1260,2790,2359
2791,4321,1685
4322,5852,593
5853,7383,214
7384,8914,96
8915,10445,30
10446,11976,14
11977,13507,5
13508,15038,1
15039,16569,3



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,229404.337,2604.3369999999995,0.0,33.09868055555555
2,4160.39,4160.39,0.0,52.346944444444446
3,2304.047,2304.047,0.0,24.802958333333333
4,3119.845,3119.845,0.0,35.64879166666667
5,4559.484,4559.484,0.0,59.215875
6,3252.614,3252.614,0.0,40.54774999999999
7,1596.513,1596.513,0.0,20.340451388888887
8,2906.969,2906.969,0.0,36.09052777777778
9,2174.328,2174.328,0.0,29.35236805555555
10,4440.832,4440.832,0.0,57.23811111111112
11,4737.039,4737.039,0.0,57.822611111111115
12,2413.283,2413.283,0.0,28.238958333333333
13,3283.506,3283.506,0.0,38.133409722222225
14,2739.635,2739.635,0.0,34.37861111111111
15,61280.368,3680.368000000002,0.0,50.53787499999999
16,60975.968,3375.9680000000008,0.0,42.0101875
17,61456.615,3856.614999999998,0.0,50.77757638888889
18,6146.22,6146.22,0.0,79.87027083333332
19,2604.679,2604.679,0.0,34.75504166666667
20,1987.436,1987.436,0.0,23.39953472222222
21,2034.636,2034.636,0.0,26.886402777777775
22,3024.626,3024.626,0.0,34.1935625
23,2599.559,2599.559,0.0,35.341993055555555
24,2171.526,2171.526,0.0,24.22331944444445
25,3515.684,3515.684,0.0,45.606430555555555
26,2064.16,2064.16,0.0,24.523881944444447
27,6543.369,6543.369,0.0,82.9045
28,68807.732,11207.732000000004,0.0,152.5293888888889
29,2184.387,2184.387,0.0,29.18220833333333
30,5071.757,5071.757,0.0,64.77791666666666
31,2853.557,2853.557,0.0,35.612048611111106
32,61802.942,4202.942000000003,12.970999956130981,54.31236805555556
33,63545.019,5945.019,0.0,77.205875
34,2219.644,2219.644,0.0,25.98247222222222
35,2229.642,2229.642,0.0,25.612708333333334
36,2357.956,2357.956,0.0,27.079729166666667
37,3192.633,3192.633,0.0,39.13386111111111
38,8696.686,8696.686,0.0,116.34783333333333
39,3384.376,3384.376,0.0,42.25530555555556
40,3111.674,3111.674,0.0,36.61657638888889
41,4460.739,4460.739,0.0,56.70008333333334
42,1918.282,1918.282,0.0,22.782069444444446
43,2093.012,2093.012,0.0,25.630583333333334
44,5777.642,5777.642,0.0,77.28127083333334
45,4733.215,4733.215,0.0,62.92588194444445
46,1902.315,1902.315,0.0,23.9713125
47,62078.234,4478.233999999997,0.0,56.18698611111111
48,69096.353,11496.353000000003,0.0,153.0141388888889
49,60821.914,3221.913999999997,0.0,41.90651388888889
50,2271.212,2271.212,0.0,28.046749999999996
51,3447.097,3447.097,0.0,44.73433333333333
52,3673.011,3673.011,0.0,46.900062500000004
53,2971.208,2971.208,0.0,36.53635416666667
54,3303.406,3303.406,0.0,39.06930555555556
55,5245.243,5245.243,0.0,67.4748125
56,4763.509,4763.509,0.0,60.584298611111116
57,4473.385,4473.385,0.0,59.812347222222215
58,2933.162,2933.162,0.0,34.44029861111112
59,2537.816,2537.816,0.0,30.779722222222226
60,4679.656,4679.656,0.0,60.75226388888889
61,2069.66,2069.66,0.0,26.680881944444444
62,1977.437,1977.437,0.0,22.721104166666667
63,62264.84,4664.8399999999965,0.0,59.19251388888889
64,61344.362,3744.362000000001,0.0,46.90015972222222
65,61125.856,3525.8559999999998,0.0,43.7870625
66,4369.658,4369.658,0.0,58.498729166666664
67,2681.299,2681.299,0.0,33.86942361111112
68,3753.712,3753.712,0.0,49.41004861111111
69,2020.568,2020.568,0.0,23.643256944444445
70,6184.555,6184.555,0.0,81.3433263888889
71,5788.457,5788.457,0.0,76.04010416666665
72,2477.11,2477.11,0.0,29.522458333333333
73,2193.256,2193.256,0.0,24.215555555555554
74,2630.316,2630.316,0.0,30.172222222222224
75,2158.313,2158.313,0.0,27.35411111111111
76,5123.103,5123.103,0.0,69.11497222222222
77,2039.168,2039.168,0.0,22.85697916666667
78,2703.539,2703.539,0.0,33.41546527777778
79,3148.409,3148.409,0.0,38.091590277777776
80,233038.957,2638.956999999995,0.0,34.900354166666666
81,234362.45,3962.4500000000116,0.0,51.421680555555554
82,5976.853,5976.853,0.0,79.87819444444443
83,3432.237,3432.237,0.0,46.72613194444445
84,3318.21,3318.21,0.0,43.531166666666664
85,5467.42,5467.42,0.0,71.11754166666667
86,3752.332,3752.332,0.0,50.40439583333333
87,3894.645,3894.645,0.0,47.3335625
88,3976.036,3976.036,0.0,49.311625
89,1513.367,1513.367,0.0,19.055680555555558
90,2945.06,2945.06,0.0,37.06509027777777
91,1368.571,1368.571,0.0,17.760527777777778
92,2620.818,2620.818,0.0,31.220444444444446
93,1886.219,1886.219,0.0,22.8710625
94,4902.96,4902.96,0.0,63.94983333333333
95,63628.453,6028.453000000001,0.0,77.28563888888888
96,59828.871,2228.870999999999,0.0,24.404375
97,62105.897,4505.896999999997,0.0,55.25907638888889
98,3489.592,3489.592,0.0,42.99428472222222
99,2177.119,2177.119,0.0,26.793208333333332
100,2724.19,2724.19,0.0,34.87128472222222
101,1897.908,1897.908,0.0,23.496208333333332
102,2590.819,2590.819,0.0,29.542527777777778
103,2658.941,2658.941,0.0,31.547722222222223
104,3433.404,3433.404,0.0,45.968374999999995
105,2773.117,2773.117,0.0,34.91829166666667
106,2109.687,2109.687,0.0,24.5285
107,2268.639,2268.639,0.0,25.76816666666667
108,3522.923,3522.923,0.0,43.733902777777786
109,2392.742,2392.742,0.0,26.85411111111111
110,2345.75,2345.75,0.0,27.472784722222222
111,62853.659,5253.659,0.0,69.1757013888889
112,59489.542,1889.5420000000013,0.0,23.1554375
113,59292.97,1692.9700000000012,0.0,20.43225
114,1789.368,1789.368,0.0,21.938416666666665
115,3728.298,3728.298,0.0,47.544715277777776
116,3330.41,3330.41,0.0,44.38167361111111
117,2331.782,2331.782,0.0,26.930861111111106
118,5022.882,5022.882,0.0,64.56186805555555
119,3272.63,3272.63,0.0,42.28061805555555
120,4083.672,4083.672,0.0,52.174499999999995
121,4235.482,4235.482,0.0,52.4910625
122,1581.493,1581.493,0.0,19.583590277777777
123,2182.938,2182.938,0.0,26.032743055555557
124,3193.989,3193.989,0.0,40.06484722222223
125,5609.595,5609.595,0.0,75.74872222222223
126,3014.924,3014.924,0.0,40.30399305555555
127,3363.819,3363.819,0.0,39.82701388888889
128,1681.589,1681.589,0.0,21.54757638888889
129,62029.867,4429.866999999998,0.0,56.008291666666665
130,2549.121,2549.121,0.0,30.727020833333334
131,1995.83,1995.83,0.0,25.257256944444446
132,6148.596,6148.596,0.0,81.66702777777778
133,3017.0,3017.0,0.0,37.393430555555554
134,3684.774,3684.774,0.0,46.175736111111114
135,2417.159,2417.159,0.0,26.869576388888888
136,2242.02,2242.02,0.0,25.340173611111112
137,1876.589,1876.589,0.0,23.653868055555556
138,3446.554,3446.554,0.0,44.222548611111115
139,3601.617,3601.617,0.0,48.46425000000001
140,4245.421,4245.421,0.0,55.061062500000006
141,3685.977,3685.977,0.0,50.93258333333334
142,1827.542,1827.542,0.0,22.08082638888889
143,2850.485,2850.485,0.0,36.814236111111114
144,62282.44,4682.440000000002,0.0,61.15734722222222
145,61227.913,3627.9130000000005,0.0,45.90506944444444
146,4210.783,4210.783,0.0,54.70364583333333
147,3548.081,3548.081,0.0,42.92982638888889
148,2449.021,2449.021,0.0,29.19705555555555
149,6187.726,6187.726,0.0,82.71229861111111
150,2523.802,2523.802,0.0,29.572402777777782
151,2309.494,2309.494,0.0,25.775854166666665
152,4033.533,4033.533,0.0,49.53627777777778
153,3939.355,3939.355,0.0,53.69581944444444
154,1947.46,1947.46,0.0,21.095680555555557
155,3344.476,3344.476,0.0,44.295861111111115
156,2011.306,2011.306,0.0,22.96754166666667
157,2817.641,2817.641,0.0,36.086625
158,2154.532,2154.532,0.0,29.611569444444445
159,239401.487,9001.486999999994,0.0,119.73384722222222
160,232210.385,1810.3850000000093,0.0,22.70245138888889
161,236894.204,6494.203999999998,0.0,86.24607638888888
162,4132.309,4132.309,425.0789999961853,45.79900694444444
163,5099.893,5099.893,94.74799990653992,62.781326388888886
164,2793.744,2793.744,0.0,31.29660416666667
165,5934.925,5934.925,0.0,78.01244444444444
166,2501.269,2501.269,0.0,30.27808333333333
167,3267.806,3267.806,0.0,41.57757638888889
168,1718.349,1718.349,0.0,20.508208333333336
169,5433.891,5433.891,0.0,66.86577777777778
170,1650.098,1650.098,0.0,22.222368055555556
171,3192.42,3192.42,0.0,37.28211805555556
172,4207.601,4207.601,0.0,53.21436805555556
173,4198.447,4198.447,0.0,52.84467361111111
174,2831.253,2831.253,0.0,30.509729166666666
175,1980.918,1980.918,0.0,24.87497222222222
176,65519.45,7919.449999999997,0.0,105.74115972222222
177,60173.766,2573.7660000000033,0.0,28.259243055555554
178,3115.443,3115.443,0.0,34.22096527777778
179,3020.798,3020.798,0.0,35.42069444444444
180,2678.929,2678.929,0.0,30.42042361111111
181,1663.826,1663.826,0.0,20.613256944444448
182,2666.064,2666.064,0.0,34.02418055555555
183,1640.893,1640.893,0.0,19.39234027777778
184,4759.026,4759.026,0.0,62.04640972222222
185,3069.54,3069.54,0.0,36.647840277777775
186,4375.947,4375.947,0.0,58.406131944444446
187,5404.806,5404.806,0.0,74.98373611111111
188,3474.285,3474.285,0.0,43.810125000000006
189,4082.995,4082.995,0.0,48.83870833333334
190,65541.891,7941.891000000003,0.0,108.97297916666666
191,2121.558,2121.558,0.0,24.755291666666665
192,61507.594,3907.5939999999973,0.0,51.535916666666665
193,61019.232,3419.2320000000036,0.0,45.51711805555556
194,3986.026,3986.026,0.0,47.31616666666666
195,3189.652,3189.652,0.0,39.20905555555555
196,3451.656,3451.656,0.0,46.89995833333334
197,2199.193,2199.193,0.0,24.191125
198,3080.084,3080.084,0.0,38.8796875
199,2914.697,2914.697,0.0,34.26629861111111
200,3629.167,3629.167,0.0,45.27351388888889
201,2122.65,2122.65,0.0,26.326
202,2257.677,2257.677,0.0,26.614805555555556
203,2297.219,2297.219,0.0,28.66869444444444
204,1752.428,1752.428,0.0,21.89494444444444
205,1760.591,1760.591,0.0,23.306194444444444
206,1691.418,1691.418,0.0,20.671736111111112
207,61494.742,3894.7419999999984,0.0,50.08047916666667
208,62221.574,4621.5740000000005,0.0,58.62138194444445
209,61261.338,3661.3380000000034,0.0,45.20844444444444
210,2725.758,2725.758,0.0,32.92404861111111
211,3546.672,3546.672,0.0,45.99652777777778
212,3741.871,3741.871,0.0,48.65804166666666
213,2305.707,2305.707,0.0,27.12659027777778
214,5472.622,5472.622,0.0,70.70975694444445
215,5660.372,5660.372,0.0,72.39213888888888
216,2845.71,2845.71,0.0,36.23436805555556
217,2099.55,2099.55,0.0,26.3014375
218,6056.802,6056.802,0.0,79.5927638888889
219,3486.031,3486.031,0.0,40.88624305555556
220,2179.692,2179.692,0.0,24.026125
221,2224.897,2224.897,0.0,25.38975
222,4147.438,4147.438,0.0,51.094305555555565
223,2265.135,2265.135,0.0,24.66670138888889
224,64909.679,7309.678999999996,0.0,98.8682361111111
225,61147.352,3547.351999999999,0.0,47.14890972222222
226,3490.316,3490.316,0.0,45.20059027777778
227,5695.628,5695.628,0.0,75.7935138888889
228,3218.749,3218.749,0.0,37.829819444444446
229,2313.508,2313.508,0.0,28.27240972222222
230,3462.232,3462.232,0.0,44.523604166666665
231,3014.853,3014.853,0.0,36.28011805555556
232,8725.744,8725.744,0.0,118.90677083333333
233,1958.001,1958.001,0.0,23.673319444444445
234,5913.986,5913.986,0.0,75.94464583333334
235,2789.125,2789.125,0.0,33.360506944444445
236,2298.737,2298.737,0.0,28.27227083333333
237,4253.971,4253.971,0.0,55.09952777777778
238,2478.798,2478.798,0.0,30.54584722222222
239,234188.71,3788.709999999992,0.0,48.260819444444444
240,232912.1,2512.100000000006,0.0,30.474569444444445
241,232871.49,2471.4899999999907,0.0,29.86510416666666
242,6954.154,6954.154,0.0,94.47002777777779
243,2205.873,2205.873,0.0,26.26732638888889
244,1968.231,1968.231,0.0,25.094750000000005
245,2221.064,2221.064,0.0,28.98604861111111
246,2671.722,2671.722,0.0,30.64667361111111
247,1641.465,1641.465,0.0,22.52465972222222
248,4678.512,4678.512,0.0,62.08584722222222
249,2175.121,2175.121,0.0,29.588854166666664
250,4070.158,4070.158,0.0,48.60504861111111
251,2505.169,2505.169,0.0,31.688118055555556
252,4601.075,4601.075,0.0,58.8787361111111
253,4215.611,4215.611,0.0,55.98958333333333
254,2130.699,2130.699,0.0,24.067777777777778
255,2375.207,2375.207,0.0,26.17092361111111
256,60586.712,2986.7119999999995,0.0,34.47520138888889
257,60229.314,2629.3139999999985,0.0,33.25734027777778
258,2576.643,2576.643,0.0,29.20097916666667
259,2194.197,2194.197,0.0,26.101277777777778
260,3052.992,3052.992,0.0,38.435180555555554
261,3631.129,3631.129,0.0,45.65083333333334
262,1347.793,1347.793,0.0,16.466430555555554
263,2315.966,2315.966,0.0,29.33198611111111
264,2711.081,2711.081,0.0,29.546034722222224
265,2872.568,2872.568,0.0,38.46223611111111
266,2330.019,2330.019,0.0,29.711513888888888
267,2445.569,2445.569,0.0,31.025520833333335
268,2782.354,2782.354,0.0,33.0003125
269,1443.933,1443.933,0.0,17.86971527777778
270,3532.784,3532.784,0.0,47.19558333333334
271,62532.135,4932.135000000002,0.0,63.31197916666666
272,60861.326,3261.326000000001,0.0,41.731930555555564
273,59891.144,2291.1440000000002,0.0,27.46459722222222
274,5084.361,5084.361,0.0,61.748465277777775
275,2750.503,2750.503,0.0,35.33184722222222
276,2159.324,2159.324,0.0,25.970347222222223
277,1993.769,1993.769,0.0,25.068201388888887
278,2090.155,2090.155,0.0,23.940326388888888
279,3960.096,3960.096,0.0,54.31584027777778
280,4015.877,4015.877,0.0,51.49118055555555
281,2658.388,2658.388,0.0,32.52795833333333
282,1670.759,1670.759,0.0,23.027097222222224
283,2460.264,2460.264,0.0,32.217638888888885
284,4221.8,4221.8,0.0,53.95113194444444
285,5748.219,5748.219,0.0,77.12077083333332
286,3152.657,3152.657,0.0,42.08259722222222
287,3547.714,3547.714,0.0,45.69146527777777
288,63114.22,5514.220000000001,0.0,69.73684722222222
289,64313.5,6713.5,0.0,90.206125
290,2761.4,2761.4,0.0,33.459895833333334
291,3224.141,3224.141,0.0,40.54986805555555
292,3111.435,3111.435,0.0,41.73161805555556
293,2125.18,2125.18,0.0,25.644270833333334
294,3714.577,3714.577,0.0,48.61504861111111
295,2702.96,2702.96,0.0,32.89338888888889
296,4420.128,4420.128,0.0,57.96690972222222
297,1958.866,1958.866,0.0,22.757805555555557
298,2894.697,2894.697,0.0,34.12121527777778
299,1825.056,1825.056,0.0,20.1673125
300,2622.435,2622.435,0.0,30.951368055555555
301,1983.026,1983.026,0.0,26.81619444444444
302,3371.222,3371.222,0.0,39.326708333333336
303,62843.035,5243.0350000000035,0.0,70.09515972222222
304,63214.072,5614.072,0.0,75.00848611111111
305,60140.393,2540.3929999999964,0.0,33.39566666666667
306,7244.2,7244.2,0.0,94.04855555555555
307,2275.607,2275.607,0.0,27.459881944444444
308,8078.714,8078.714,0.0,108.85628472222223
309,2823.218,2823.218,0.0,37.460743055555554
310,2335.117,2335.117,0.0,28.27981944444445
311,1933.86,1933.86,0.0,24.130756944444443
312,1626.615,1626.615,0.0,20.57713888888889
313,2076.581,2076.581,0.0,26.037104166666666
314,3384.436,3384.436,0.0,41.00402777777778
315,2895.457,2895.457,0.0,35.90759027777778
316,2205.879,2205.879,0.0,25.769805555555553
317,2754.857,2754.857,0.0,33.691631944444445
318,4893.964,4893.964,0.0,63.60522222222222
319,1917.82,1917.82,0.0,21.981979166666665
320,234920.302,4520.301999999996,0.0,59.553534722222224
321,233252.925,2852.9249999999884,0.0,34.20939583333333
322,4158.525,4158.525,0.0,50.66536805555556
323,4855.934,4855.934,0.0,64.65911805555557
324,5796.501,5796.501,0.0,73.38461805555555
325,1851.017,1851.017,0.0,22.672798611111112
326,4893.806,4893.806,0.0,62.62795138888889
327,2754.997,2754.997,0.0,36.03882638888889
328,2569.695,2569.695,0.0,30.04064583333333
329,4406.634,4406.634,0.0,56.397625000000005
330,2137.572,2137.572,0.0,25.580090277777778
331,2244.914,2244.914,0.0,27.33713888888889
332,4305.629,4305.629,0.0,54.444972222222226
333,2138.057,2138.057,0.0,24.46578472222222
334,2524.623,2524.623,0.0,31.62627083333333
335,2354.839,2354.839,0.0,25.311430555555557
336,61768.883,4168.883000000002,0.0,53.331423611111106
337,60133.252,2533.2520000000004,0.0,31.14940972222222
338,5209.381,5209.381,0.0,69.79755555555555
339,5137.665,5137.665,0.0,66.08332638888888
340,3401.525,3401.525,0.0,43.90472916666667
341,1842.991,1842.991,0.0,23.068444444444445
342,2319.468,2319.468,0.0,29.25378472222222
343,3004.014,3004.014,0.0,37.118805555555554
344,2366.366,2366.366,0.0,28.100770833333335
345,4233.885,4233.885,0.0,54.338006944444444
346,2155.49,2155.49,0.0,26.471166666666665
347,1711.189,1711.189,0.0,23.34607638888889
348,7185.786,7185.786,0.0,94.13584027777779
349,1911.744,1911.744,0.0,21.64382638888889
350,2223.129,2223.129,0.0,24.923944444444444
351,61801.943,4201.942999999999,0.0,53.962166666666675
352,1701.356,1701.356,0.0,20.439791666666668
353,62163.246,4563.245999999999,0.0,57.27282638888889
354,2175.096,2175.096,0.0,24.845173611111115
355,4641.222,4641.222,0.0,59.58572916666667
356,2213.814,2213.814,0.0,26.731812499999997
357,2496.322,2496.322,0.0,28.668395833333335
358,2938.465,2938.465,0.0,37.071222222222225
359,3396.488,3396.488,0.0,42.86318055555555
360,2234.172,2234.172,0.0,24.286833333333334
361,3666.955,3666.955,0.0,47.448145833333335
362,2521.251,2521.251,0.0,28.97401388888889
363,4102.029,4102.029,0.0,52.27031944444444
364,2106.84,2106.84,0.0,27.85120138888889
365,5270.057,5270.057,0.0,67.96888888888888
366,2805.269,2805.269,0.0,35.51722222222222
367,61735.433,4135.432999999997,0.0,53.37205555555556
368,61130.512,3530.5120000000024,0.0,45.47063194444444
369,59901.518,2301.5179999999964,0.0,28.94972222222222
370,4813.303,4813.303,0.0,61.7094375
371,2063.673,2063.673,0.0,23.315680555555556
372,2712.252,2712.252,0.0,35.21807638888889
373,1997.685,1997.685,0.0,26.34947222222222
374,1781.912,1781.912,0.0,22.12613888888889
375,2203.959,2203.959,0.0,28.699319444444445
376,1957.172,1957.172,0.0,23.163291666666666
377,1786.506,1786.506,0.0,20.156000000000002
378,2601.607,2601.607,0.0,31.746916666666664
379,2294.563,2294.563,0.0,31.59669444444445
380,2243.888,2243.888,0.0,25.994583333333335
381,2551.658,2551.658,0.0,28.7905
382,2342.75,2342.75,0.0,27.26936111111111
383,2666.476,2666.476,0.0,35.7194375
384,61753.123,4153.123,0.0,56.9590625
385,59413.304,1813.3039999999964,0.0,24.278506944444445
386,2083.706,2083.706,0.0,25.994888888888887
387,8049.696,8049.696,0.0,107.65757638888888
388,3261.158,3261.158,0.0,43.7404375
389,8049.26,8049.26,0.0,106.44622222222222
390,3547.447,3547.447,0.0,47.14568055555556
391,3825.834,3825.834,0.0,47.36190972222223
392,5709.51,5709.51,0.0,76.59390972222222
393,5997.624,5997.624,0.0,78.61308333333334
394,2643.472,2643.472,0.0,31.977194444444443
395,2155.448,2155.448,0.0,27.264229166666667
396,2929.866,2929.866,0.0,30.616097222222223
397,6104.497,6104.497,0.0,81.09056944444444
398,2001.953,2001.953,0.0,24.482729166666665
399,234496.478,4096.478000000003,0.0,53.4658125
400,235496.946,5096.945999999996,0.0,66.29287500000001
401,233036.173,2636.17300000001,0.0,32.33224305555555
402,2192.225,2192.225,0.0,29.088340277777775
403,2678.305,2678.305,0.0,33.44236111111111
404,2593.6,2593.6,0.0,32.86163194444444
405,2956.306,2956.306,0.0,33.97581944444445
406,1785.269,1785.269,0.0,23.151652777777777
407,2288.696,2288.696,0.0,26.827673611111113
408,2482.303,2482.303,0.0,29.332145833333332
409,6084.221,6084.221,0.0,79.84488194444444
410,2216.178,2216.178,0.0,28.33817361111111
411,2186.427,2186.427,0.0,26.109111111111112
412,2443.798,2443.798,0.0,28.777874999999998
413,3337.953,3337.953,0.0,41.33865972222222
414,3775.663,3775.663,0.0,49.612590277777784
415,1872.395,1872.395,0.0,19.450430555555556
416,1761.73,1761.73,0.0,23.69186111111111
417,59277.697,1677.6970000000001,0.0,20.747326388888887
418,5537.634,5537.634,0.0,71.16725694444445
419,3819.159,3819.159,0.0,49.652631944444444
420,2778.418,2778.418,0.0,34.002659722222226
421,2898.733,2898.733,0.0,35.037659722222216
422,2598.01,2598.01,0.0,31.021923611111113
423,9255.661,9255.661,0.0,119.58997222222222
424,2800.077,2800.077,0.0,33.21283333333333
425,2372.153,2372.153,0.0,26.93696527777778
426,3426.286,3426.286,0.0,45.93913888888889
427,3367.082,3367.082,0.0,43.128798611111115
428,3065.731,3065.731,0.0,37.62683333333333
429,1742.397,1742.397,0.0,20.547243055555555
430,3076.338,3076.338,0.0,36.0751875
431,1854.553,1854.553,0.0,20.9343125
432,64694.521,7094.521000000001,0.0,98.05128472222222
433,59913.022,2313.021999999997,0.0,27.545833333333334
434,4659.384,4659.384,0.0,60.21828472222223
435,3403.026,3403.026,0.0,43.27638194444445
436,1770.521,1770.521,0.0,21.041875
437,2789.648,2789.648,0.0,36.724333333333334
438,3411.041,3411.041,0.0,45.07477777777778
439,4829.218,4829.218,0.0,62.72807638888889
440,2780.196,2780.196,0.0,34.26284027777778
441,5632.818,5632.818,0.0,74.41729861111112
442,1860.794,1860.794,0.0,22.72186111111111
443,4360.649,4360.649,0.0,56.95580555555556
444,2125.655,2125.655,0.0,24.9675625
445,2081.99,2081.99,0.0,22.63901388888889
446,3054.771,3054.771,0.0,38.20940972222222
447,61367.842,3767.841999999997,0.0,46.1533125
